,title,price,link
47,"realme C35 (Glowing Green, 64 GB)","₹11,999",/realme-c35-glowing-green-64-gb/p/itmafb045222b2cf?pid=MOBGBTHFSKHF8RAU&lid=LSTMOBGBTHFSKHF8RAURAV7HE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_48&otracker=search&fm=organic&iid=6d4bf859-0ba0-4035-a772-1cbdd8fbc516.MOBGBTHFSKHF8RAU.SEARCH&ppt=None&ppn=None&ssid=he1802pzk00000001669553608050&qH=eb4af0bf07c16429
48,"vivo T1 5G (Starlight Black, 128 GB)","₹15,990",/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYNDFYKNQ6&lid=LSTMOBGB9TYNDFYKNQ6QMGH15&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_49&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGB9TYNDFYKNQ6.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
49,"APPLE iPhone 11 (Black, 64 GB)","₹39,999",/apple-iphone-11-black-64-gb/p/itm4e5041ba101fd?pid=MOBFWQ6BXGJCEYNY&lid=LSTMOBFWQ6BXGJCEYNYZXSHRJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBFWQ6BXGJCEYNY.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
50,"REDMI 9i Sport (Coral Green, 64 GB)","₹7,999",/redmi-9i-sport-coral-green-64-gb/p/itmb5e8d8186b602?pid=MOBG6WQWJRFZ5WDG&lid=LSTMOBG6WQWJRFZ5WDGJDTSKF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_51&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG6WQWJRFZ5WDG.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
51,"APPLE iPhone 12 Mini (White, 64 GB)","₹37,999",/apple-iphone-12-mini-white-64-gb/p/itmf3b16d1640898?pid=MOBFWBYZBH4CEC4C&lid=LSTMOBFWBYZBH4CEC4CP4SG6T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_52&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBFWBYZBH4CEC4C.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
52,"Infinix HOT 12 Play (Racing Black, 64 GB)","₹8,299",/infinix-hot-12-play-racing-black-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYNTFHTXUW&lid=LSTMOBGE2KYNTFHTXUWDFJ0XM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_53&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGE2KYNTFHTXUW.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
53,"Infinix HOT 12 Play (Horizon Blue, 64 GB)","₹8,299",/infinix-hot-12-play-horizon-blue-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYCFZA7BRB&lid=LSTMOBGE2KYCFZA7BRBUNTJVL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGE2KYCFZA7BRB.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
54,"Infinix HOT 12 Play (Champagne Gold, 64 GB)","₹8,299",/infinix-hot-12-play-champagne-gold-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYE4DA7ZPF&lid=LSTMOBGE2KYE4DA7ZPFIXECD0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGE2KYE4DA7ZPF.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
55,"Infinix HOT 12 Play (Daylight Green, 64 GB)","₹8,299",/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KY6JUTSNCP&lid=LSTMOBGE2KY6JUTSNCPGWOMYY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGE2KY6JUTSNCP.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
56,"MOTOROLA G32 (Mineral Gray, 64 GB)","₹10,499",/motorola-g32-mineral-gray-64-gb/p/itmdcfa4c4022714?pid=MOBGEA3CZ8Z7HWCY&lid=LSTMOBGEA3CZ8Z7HWCYPHBSGA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGEA3CZ8Z7HWCY.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
57,"REDMI 9 Activ (Metallic Purple, 64 GB)","₹8,629",/redmi-9-activ-metallic-purple-64-gb/p/itm329ae4068c8e8?pid=MOBG7F5HVHHNVXGK&lid=LSTMOBG7F5HVHHNVXGKLBNAAX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG7F5HVHHNVXGK.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
58,"MOTOROLA G62 5G (Midnight Gray, 128 GB)","₹15,999",/motorola-g62-5g-midnight-gray-128-gb/p/itm37da299ffb2d0?pid=MOBGEDT5ZZMZQZSJ&lid=LSTMOBGEDT5ZZMZQZSJL5Z9RH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_59&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGEDT5ZZMZQZSJ.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
59,"APPLE iPhone 11 (White, 64 GB)","₹39,999",/apple-iphone-11-white-64-gb/p/itmfc6a7091eb20b?pid=MOBFWQ6BVWVEH3XE&lid=LSTMOBFWQ6BVWVEH3XEMXQMLO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_60&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBFWQ6BVWVEH3XE.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
60,"Infinix Smart 6 HD (Aqua Sky, 32 GB)","₹5,999",/infinix-smart-6-hd-aqua-sky-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWZZR7GB6R&lid=LSTMOBGGMHWZZR7GB6R7FNENW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGGMHWZZR7GB6R.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
61,"POCO C31 (Shadow Gray, 32 GB)","₹6,999",/poco-c31-shadow-gray-32-gb/p/itmffefb8bb085e3?pid=MOBG73E7VZH7XHJY&lid=LSTMOBG73E7VZH7XHJYYXFO9I&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG73E7VZH7XHJY.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
62,"APPLE iPhone 13 (Pink, 128 GB)","₹65,999",/apple-iphone-13-pink-128-gb/p/itm6e30c6ee045d2?pid=MOBG6VF5GXVFTQ5Y&lid=LSTMOBG6VF5GXVFTQ5YSGQY4O&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG6VF5GXVFTQ5Y.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
63,"realme C31 (Dark Green, 32 GB)","₹9,299",/realme-c31-dark-green-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVAXYT3EGYR&lid=LSTMOBGCGVAXYT3EGYRKW4CXL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_64&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGCGVAXYT3EGYR.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
64,"realme C31 (Light Silver, 32 GB)","₹9,299",/realme-c31-light-silver-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVA3DANQNQH&lid=LSTMOBGCGVA3DANQNQHVUTE0C&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_65&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGCGVA3DANQNQH.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
65,"POCO M4 Pro (Power Black, 64 GB)","₹12,999",/poco-m4-pro-power-black-64-gb/p/itm69e46322b5dbb?pid=MOBGBTHFEUFZCSFS&lid=LSTMOBGBTHFEUFZCSFSE8BJWK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_66&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGBTHFEUFZCSFS.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
66,"MOTOROLA g31 (Baby Blue, 128 GB)","₹11,999",/motorola-g31-baby-blue-128-gb/p/itm4abfdd078ea12?pid=MOBG3E8WDCFZEGFN&lid=LSTMOBG3E8WDCFZEGFNOXYVFY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_67&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG3E8WDCFZEGFN.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
67,"POCO M4 Pro (Cool Blue, 128 GB)","₹13,999",/poco-m4-pro-cool-blue-128-gb/p/itm98e13f0c82b82?pid=MOBGBTHFBKGG6AVB&lid=LSTMOBGBTHFBKGG6AVBZXCSFJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_68&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGBTHFBKGG6AVB.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
68,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹19,899",/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/p/itm7acae55b999e6?pid=MOBGHHXQCZQVEQDG&lid=LSTMOBGHHXQCZQVEQDGNPTZOJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_69&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGHHXQCZQVEQDG.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
69,"MOTOROLA g52 (Charcoal Grey, 128 GB)","₹13,999",/motorola-g52-charcoal-grey-128-gb/p/itmea9ebe003e26c?pid=MOBGAKFYFCZJ8JVY&lid=LSTMOBGAKFYFCZJ8JVYO1OB2T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGAKFYFCZJ8JVY.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
70,"Infinix Smart 6 HD (Force Black, 32 GB)","₹5,999",/infinix-smart-6-hd-force-black-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHZCN2MSG&lid=LSTMOBGGMHWHZCN2MSGTWCOJN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_71&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBGGMHWHZCN2MSG.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
71,"MOTOROLA G60 (Moonless, 128 GB)","₹14,999",/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTXM0QKG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_72&otracker=search&fm=organic&iid=2e29f74b-dea9-40f0-86b5-827228fedca2.MOBG9CJ6KRYW4NJT.SEARCH&ppt=None&ppn=None&ssid=qve7xqmo5c0000001669553608955&qH=eb4af0bf07c16429
72,"Infinix Smart 6 HD (Force Black, 32 GB)","₹5,999",/infinix-smart-6-hd-force-black-32-gb/p/itme9743e28b0cf7?pid=MOBGGMHWHZCN2MSG&lid=LSTMOBGGMHWHZCN2MSGTWCOJN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_73&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGGMHWHZCN2MSG.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
73,"MOTOROLA G32 (Satin Silver, 64 GB)","₹10,499",/motorola-g32-satin-silver-64-gb/p/itm264e8f39d3934?pid=MOBGEA3CGNUPBCD2&lid=LSTMOBGEA3CGNUPBCD2ASUJ7J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_74&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGEA3CGNUPBCD2.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
74,"MOTOROLA G60 (Moonless, 128 GB)","₹14,999",/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTXM0QKG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_75&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBG9CJ6KRYW4NJT.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
75,MU M370,"₹1,290",/mu-m370/p/itm4f51b8bec460f?pid=MOBFSMQZFNBZBTGV&lid=LSTMOBFSMQZFNBZBTGVU4ZZML&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_76&otracker=search&fm=organic&iid=en_1ug18a%2FZAcE%2F2AZ6m2roNNRsBJbe2Lncews196TDaUTuEDSsLKfdIst8s3DP5dOMU7a1syztIGC2UpjYedPZHw%3D%3D&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
76,"realme C35 (Glowing Black, 128 GB)","₹13,999",/realme-c35-glowing-black-128-gb/p/itmafb045222b2cf?pid=MOBGFJ35DCSRJU2K&lid=LSTMOBGFJ35DCSRJU2KCAUA0K&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_77&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGFJ35DCSRJU2K.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
77,"realme C35 (Glowing Green, 128 GB)","₹12,999",/realme-c35-glowing-green-128-gb/p/itmafb045222b2cf?pid=MOBGBTHFRB6ZVSZ9&lid=LSTMOBGBTHFRB6ZVSZ9SF8WVL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_78&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGBTHFRB6ZVSZ9.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
78,"realme C35 (Glowing Black, 128 GB)","₹12,999",/realme-c35-glowing-black-128-gb/p/itmafb045222b2cf?pid=MOBGBTHFZZN4ADNF&lid=LSTMOBGBTHFZZN4ADNFEGSZHG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGBTHFZZN4ADNF.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
79,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹17,999",/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVWJUFTYQJ&lid=LSTMOBGDRHVWJUFTYQJ2SYXAC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_80&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGDRHVWJUFTYQJ.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
80,"vivo T1 44W (Midnight Galaxy, 128 GB)","₹15,999",/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVXFVCGS23&lid=LSTMOBGDRHVXFVCGS23RDLBPG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_81&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGDRHVXFVCGS23.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
81,"Infinix Note 12 (Jewel Blue, 64 GB)","₹9,999",/infinix-note-12-jewel-blue-64-gb/p/itm8d7ef81209637?pid=MOBGE5X3ZYWNQPGF&lid=LSTMOBGE5X3ZYWNQPGFBHNOY6&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_82&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGE5X3ZYWNQPGF.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
82,"vivo T1 5G (Starlight Black, 128 GB)","₹19,990",/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYEDGEXQRA&lid=LSTMOBGB9TYEDGEXQRAKBELKI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_83&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGB9TYEDGEXQRA.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
83,"Infinix Smart 6 (Light Sea Green, 64 GB)","₹6,499",/infinix-smart-6-light-sea-green-64-gb/p/itmd4041ce33d262?pid=MOBGDC6HQJZKSX3K&lid=LSTMOBGDC6HQJZKSX3KUVADVY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_84&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGDC6HQJZKSX3K.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
84,"vivo T1 5G (Rainbow Fantasy, 128 GB)","₹16,990",/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYFQR3FQZT&lid=LSTMOBGB9TYFQR3FQZTTIVBCR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_4_85&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGB9TYFQR3FQZT.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
85,"vivo T1 5G (Rainbow Fantasy, 128 GB)","₹19,990",/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYUBFMRG2Y&lid=LSTMOBGB9TYUBFMRG2Y4RZEVJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_86&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGB9TYUBFMRG2Y.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
86,"MOTOROLA g31 (Meteorite Grey, 64 GB)","₹10,499",/motorola-g31-meteorite-grey-64-gb/p/itmbdda30a7812a0?pid=MOBG3E8WK7736ZH5&lid=LSTMOBG3E8WK7736ZH5PDBHI4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_87&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBG3E8WK7736ZH5.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
87,"vivo T1X (Gravity Black, 128 GB)","₹14,999",/vivo-t1x-gravity-black-128-gb/p/itm9e8207e7825a9?pid=MOBGG56ZKWEHRZBV&lid=LSTMOBGG56ZKWEHRZBVUFLBUQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_88&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGG56ZKWEHRZBV.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
88,"MOTOROLA edge 30 (Meteor Grey, 128 GB)","₹24,999",/motorola-edge-30-meteor-grey-128-gb/p/itma02c4f5bca2df?pid=MOBGDCYGCZCYGYYZ&lid=LSTMOBGDCYGCZCYGYYZDNNWFQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_89&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGDCYGCZCYGYYZ.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
89,"realme C31 (Light Silver, 64 GB)","₹9,999",/realme-c31-light-silver-64-gb/p/itme0f2960da9bbb?pid=MOBGCGVAGUHQ9HNJ&lid=LSTMOBGCGVAGUHQ9HNJSTKURO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_90&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGCGVAGUHQ9HNJ.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
90,"realme C31 (Dark Green, 64 GB)","₹9,999",/realme-c31-dark-green-64-gb/p/itme0f2960da9bbb?pid=MOBGCGVAZXRCZJNE&lid=LSTMOBGCGVAZXRCZJNENAINFL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_91&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGCGVAZXRCZJNE.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
91,"APPLE iPhone 12 Mini (Black, 64 GB)","₹37,999",/apple-iphone-12-mini-black-64-gb/p/itm38b727191eb08?pid=MOBFWBYZXSEGBS6F&lid=LSTMOBFWBYZXSEGBS6FTONJ6W&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_92&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBFWBYZXSEGBS6F.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
92,"POCO M4 Pro (Cool Blue, 64 GB)","₹12,999",/poco-m4-pro-cool-blue-64-gb/p/itmeded809cd6117?pid=MOBGBTHFRAUEZX6G&lid=LSTMOBGBTHFRAUEZX6GTYEYVK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_93&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGBTHFRAUEZX6G.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
93,"REDMI 10 Prime (Phantom Black, 128 GB)","₹12,999",/redmi-10-prime-phantom-black-128-gb/p/itm9377b4c936baa?pid=MOBG6RGPPXQFYJ4R&lid=LSTMOBG6RGPPXQFYJ4RW9POLT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_94&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBG6RGPPXQFYJ4R.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
94,"POCO M4 5G (Cool Blue, 128 GB)","₹13,999",/poco-m4-5g-cool-blue-128-gb/p/itm1603244ab4f2e?pid=MOBGDRGPUMTED5D5&lid=LSTMOBGDRGPUMTED5D5RFUHNY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_95&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGDRGPUMTED5D5.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
95,"POCO M4 Pro (Yellow, 128 GB)","₹13,999",/poco-m4-pro-yellow-128-gb/p/itm675edffaf085d?pid=MOBGBTHFCY9DADTY&lid=LSTMOBGBTHFCY9DADTYRTYP22&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_96&otracker=search&fm=organic&iid=25f9f666-d388-4ca6-bf60-963bcab46860.MOBGBTHFCY9DADTY.SEARCH&ppt=None&ppn=None&ssid=cxdnzhrs1c0000001669553609893&qH=eb4af0bf07c16429
96,"realme 9 (Meteor Black, 128 GB)","₹16,999",/realme-9-meteor-black-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHYBBS2BBF&lid=LSTMOBGDYSHYBBS2BBFVN36CV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_97&otracker=search&fm=organic&iid=a718c401-3b36-40ec-9dd2-45cfab95443a.MOBGDYSHYBBS2BBF.SEARCH&ppt=None&ppn=None&ssid=zd6ghyrnc00000001669553610944&qH=eb4af0bf07c16429
97,"realme 9 (Sunburst Gold, 128 GB)","₹16,999",/realme-9-sunburst-gold-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHHVWMECHS&lid=LSTMOBGDYSHHVWMECHSTFXBTZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_98&otracker=search&fm=organic&iid=a718c401-3b36-40ec-9dd2-45cfab95443a.MOBGDYSHHVWMECHS.SEARCH&ppt=None&ppn=None&ssid=zd6ghyrnc00000001669553610944&qH=eb4af0bf07c16429
98,"MOTOROLA g52 (Metallic White, 128 GB)","₹13,999",/motorola-g52-metallic-white-128-gb/p/itm469efad765b98?pid=MOBGAKFYDDSNZGR8&lid=LSTMOBGAKFYDDSNZGR8W6QBUV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_99&otracker=search&fm=organic&iid=a718c401-3b36-40ec-9dd2-45cfab95443a.MOBGAKFYDDSNZGR8.SEARCH&ppt=None&ppn=None&ssid=zd6ghyrnc00000001669553610944&qH=eb4af0bf07c16429
